Size (Kb),Time (s),Throughput (Kb/s)
0.026,0.000750219,34.65654695
0.022,0.000814669,27.00483264
0.036,0.000774113,46.50483844
0.044,0.000736623,59.73204747
0.127,0.000739538,171.7288361
0.02,0.000840317,23.80054194
0.022,0.000734339,29.95891543
0.018,0.000872408,20.63254807
0.022,0.000723969,30.38804148
0.017,0.000752643,22.58706983
0.037,0.000734449,50.37790235
0.03,0.000741542,40.45623849
0.051,0.000769525,66.27464995
0.046,0.000741492,62.03708199
0.041,0.000746812,54.90002839
0.032,0.000749938,42.67019407
0.026,0.000700546,37.11390829
0.053,0.000726183,72.98435794
0.018,0.000767952,23.43896494
0.046,0.000761219,60.42939023
0.016,0.000754897,21.19494448
0.065,0.000730441,88.98733779
0.05,0.000765708,65.2990435
0.051,0.000760278,67.08072573
0.025,0.000727185,34.37914698
0.095,0.000735921,129.0899431
0.018,0.000772139,23.31186483
0.021,0.000725963,28.92709408
0.059,0.000918424,64.24048152
0.021,0.00071373,29.42289101
0.019,0.000688904,27.58004018
0.05,0.000765928,65.28028744
0.017,0.000716966,23.71102674
0.107,0.000730672,146.4405369
0.025,0.000758073,32.97835433
0.046,0.000723919,63.5430207
0.026,0.000727626,35.73264287
0.084,0.00077758,108.0274698
0.024,0.000903947,26.55022916
0.018,0.000760828,23.65843528
0.018,0.000743215,24.21910214
0.049,0.000801575,61.129651
0.022,0.00074576,29.50010727
0.019,0.00072453,26.22389687
0.032,0.000738477,43.33242606
0.036,0.00077191,46.63756137
0.089,0.000795183,111.9239219
0.036,0.00077798,46.27368313
0.047,0.000768512,61.15714524
0.022,0.000755419,29.1229106
0.028,0.000750328,37.31701336
0.136,0.000768904,176.8751366
0.029,0.000791786,36.62605805
0.04,0.000768843,52.02622642
0.04,0.000792187,50.49312852
0.064,0.000745169,85.88655728
0.044,0.000778501,56.51887409
0.027,0.000753425,35.83634735
0.018,0.000773813,23.26143396
0.058,0.00075127,77.20260359
0.042,0.000706156,59.47694277
0.027,0.000751922,35.90797982
0.022,0.00126236,17.42767515
0.021,0.000726524,28.90475745
0.03,0.000726304,41.30501828
0.025,0.001013793,24.65986646
0.037,0.000778642,47.51862859
0.021,0.000751602,27.94031948
0.108,0.000764345,141.2974508
0.021,0.000715443,29.35244317
0.036,0.000790615,45.53417276
0.034,0.000794802,42.77794973
0.022,0.000744408,29.55368561
0.029,0.000724881,40.0065666
