Size (Kb),Time (s),Throughput (Kb/s)
0.069,0.000753826,91.53305935
0.094,0.000714522,131.5564811
0.021,0.000845688,24.83185288
0.021,0.000776638,27.03962464
0.054,0.000665569,81.13358645
0.156,0.000797407,195.634099
0.033,0.000801245,41.18590444
0.032,0.000743616,43.03296325
0.054,0.000743396,72.63961603
0.036,0.00073502,48.97825909
0.021,0.000805562,26.06875697
0.021,0.000722526,29.06469802
0.021,0.00075654,27.75795067
0.043,0.000770186,55.83066947
0.029,0.000779514,37.2026673
0.044,0.00077753,56.58945636
0.026,0.000748155,34.75215697
0.064,0.00075116,85.20155493
0.022,0.000727976,30.22077651
0.022,0.000755508,29.11947987
0.032,0.00075599,42.32860223
0.044,0.000753124,58.42331409
0.079,0.000870264,90.77705156
0.018,0.000733156,24.55139152
0.064,0.000790404,80.97125015
0.106,0.000768723,137.8910219
0.021,0.000755599,27.79251958
0.02,0.000830349,24.08625771
0.031,0.000778852,39.80217037
0.039,0.000773021,50.45141076
0.026,0.00076184,34.12790087
0.018,0.000824027,21.84394443
0.04,0.000851128,46.99645647
0.047,0.000796425,59.01371755
0.047,0.000758815,61.93868071
0.021,0.000837052,25.0880471
0.017,0.000770707,22.05766913
0.042,0.000746532,56.26014692
0.062,0.000761901,81.37540179
0.021,0.0007616,27.57352941
0.03,0.000840979,35.67271002
0.038,0.000773602,49.12086577
0.018,0.000758044,23.74532349
0.052,0.000780796,66.59870184
0.041,0.000760809,53.89000393
0.038,0.000783521,48.49901917
0.02,0.000770085,25.97115903
0.032,0.000825389,38.76959833
0.059,0.000756831,77.95663761
0.021,0.000876035,23.97164497
0.045,0.000750539,59.95691097
0.016,0.000801955,19.95124415
0.042,0.000764075,54.96842587
0.019,0.000773983,24.54834279
0.058,0.000752012,77.12642883
0.036,0.000768273,46.85834332
0.045,0.000761901,59.06279162
0.085,0.000741582,114.6198263
0.016,0.000858782,18.63103791
0.031,0.000687551,45.08756441
0.043,0.000815291,52.74190442
0.019,0.000761911,24.93729583
0.021,0.000739939,28.38071787
0.06,0.000776388,77.28094716
0.028,0.000752243,37.22201469
0.045,0.000744748,60.42312299
0.055,0.000799041,68.83251297
0.077,0.00074049,103.985199
0.03,0.000785575,38.18858798
0.065,0.000856949,75.85048819
0.027,0.000765347,35.27811568
0.039,0.000643839,60.57414975
0.056,0.000760247,73.66027094
0.024,0.000743927,32.26122993
0.02,0.000733267,27.27519444
0.052,0.001231752,42.21629029
0.018,0.000779213,23.10023062
0.025,0.000780505,32.03054433
0.021,0.000740892,28.34421211
0.019,0.000768764,24.71499706
0.02,0.000752854,26.5655758
0.019,0.000758153,25.06090459
0.081,0.000759336,106.6721451
0.018,0.000728177,24.71926468
0.033,0.000753484,43.79655042
0.037,0.000761099,48.61391225
0.019,0.000778422,24.40835434
0.032,0.000739408,43.27786554
0.069,0.000811884,84.98751053
0.021,0.000729389,28.79122115
0.074,0.000734619,100.7324885
0.051,0.000819198,62.25601137
0.032,0.000754085,42.43553446
0.018,0.000775776,23.20257394
0.02,0.000780786,25.61521339
0.029,0.000771889,37.57016877
0.021,0.000757192,27.73404896
0.021,0.000760818,27.60187062
0.036,0.000736363,48.88893114
0.035,0.000729289,47.99194832
0.023,0.00080945,28.41435543
0.058,0.000735591,78.84816427
0.045,0.000757412,59.41284268
0.101,0.000743927,135.7660093
0.046,0.000758464,60.64889039
0.034,0.000789452,43.0678496
0.022,0.00074592,29.49377949
0.035,0.000791827,44.20157433
0.063,0.000763404,82.52511121
0.017,0.000678864,25.04183459
0.029,0.000780435,37.15876402
0.021,0.000791265,26.53978124
0.061,0.000775455,78.66349434
0.037,0.000763714,48.44745546
0.028,0.000773192,36.21351488
0.132,0.000843143,156.5570728
0.023,0.000747213,30.78104904
0.068,0.000765858,88.78930559
0.023,0.000759866,30.26849471
0.04,0.000779744,51.29888784
0.032,0.000701837,45.59463237
0.035,0.000800543,43.72032483
0.024,0.000774344,30.99397684
0.035,0.000757513,46.20382753
0.028,0.000762982,36.69811345
0.054,0.000747183,72.27145157
0.021,0.00076667,27.39118526
0.023,0.000766199,30.01831117
0.035,0.000783951,44.6456475
0.02,0.000767411,26.06165405
0.041,0.000823316,49.79861924
0.028,0.000778932,35.94665516
0.024,0.000736332,32.59399293
0.063,0.000702879,89.63135902
0.034,0.000731885,46.45538575
0.054,0.000799762,67.52008723
0.061,0.000748355,81.51211658
0.016,0.00073511,21.76545007
0.035,0.000734048,47.68080561
0.025,0.000786366,31.79181196
0.059,0.000764134,77.21158854
0.049,0.000764385,64.10382203
0.019,0.000748966,25.36830777
0.105,0.000753755,139.3025585
0.032,0.000751612,42.57515846
0.023,0.000811233,28.35190383
0.051,0.000764926,66.67311609
0.029,0.000760959,38.10980618
0.047,0.000807977,58.16997266
0.051,0.00081459,62.60818326
0.022,0.000955104,23.03414078
0.029,0.000771749,37.57698423
0.039,0.000756269,51.56895232
0.024,0.000754968,31.78942684
0.024,0.000727957,32.96898031
0.052,0.000848102,61.31337976
0.019,0.000944814,20.10977822
0.037,0.00075109,49.26173961
0.018,0.001184634,15.19456642
0.021,0.000733447,28.63192569
0.05,0.00072428,69.03407522
0.055,0.000723088,76.06266457
0.028,0.0007401,37.83272531
0.032,0.000781217,40.96173022
0.042,0.0007934,52.93672801
0.068,0.000765267,88.85787575
0.035,0.000743166,47.09580363
0.017,0.000740209,22.96648649
0.042,0.000727646,57.72037502
0.022,0.00074609,29.4870592
0.061,0.000752934,81.01639719
0.046,0.000744558,61.78162077
0.02,0.000784573,25.49157312
0.017,0.000785464,21.643258
0.058,0.000747353,77.60723514
0.022,0.000766048,28.71882702
0.047,0.000747283,62.89451252
0.062,0.000780816,79.40411057
0.035,0.000736443,47.52574198
0.018,0.000761349,23.64224554
0.02,0.000784112,25.50656029
0.033,0.00080406,41.0417133
0.02,0.000818296,24.44103356
0.023,0.000769044,29.90726148
0.016,0.000740951,21.59387058
0.038,0.000769895,49.3573799
0.045,0.000741773,60.66545965
0.233,0.000785074,296.7873092
0.021,0.000758514,27.6857118
0.026,0.000740391,35.11658029
0.024,0.000862951,27.81154434
0.02,0.000759807,26.322474
0.033,0.000738567,44.68111898
0.03,0.000784663,38.2329739
0.064,0.000761039,84.09555883
0.019,0.000767131,24.76760814
0.077,0.000842632,91.3803416
0.035,0.000766439,45.66573465
0.022,0.000759436,28.96886637
0.058,0.00074041,78.33497657
0.021,0.000785145,26.74665189
0.029,0.000731423,39.64873951
0.097,0.000718368,135.0282863
0.026,0.00083629,31.08969377
0.029,0.000781748,37.0963533
0.017,0.000767862,22.13939484
0.06,0.00072982,82.21205229
0.061,0.000723087,84.36052647
0.017,0.000818847,20.76089917
0.02,0.000757362,26.40745113
0.027,0.000731303,36.92040098
0.034,0.000711476,47.78797879
0.02,0.000774775,25.81394598
0.019,0.000754807,25.17199761
0.017,0.00072424,23.47288192
0.033,0.000782028,42.19797757
0.036,0.000755088,47.6765622
0.022,0.000748846,29.37853711
0.019,0.000814399,23.33008759
0.022,0.000763193,28.8262602
0.054,0.000753625,71.65367391
0.045,0.000732996,61.39187663
0.02,0.000759696,26.32632
0.029,0.000744368,38.95922447
0.085,0.000733247,115.9227382
0.02,0.000731604,27.33719335
0.079,0.000731273,108.0307901
0.036,0.000763504,47.15102999
0.021,0.000886785,23.68105009
0.03,0.000748315,40.09006902
0.05,0.000823195,60.73895007
0.045,0.00074558,60.35569624
0.026,0.000750008,34.66629689
0.016,0.000758364,21.0980479
0.032,0.000776848,41.19209936
0.045,0.000771108,58.35758415
0.023,0.000747093,30.78599318
0.074,0.000757662,97.66888137
0.078,0.000780936,99.88014383
0.026,0.000754106,34.47791159
0.039,0.000763885,51.05480537
0.03,0.000765357,39.19739416
0.038,0.000753204,50.4511394
0.07,0.000779253,89.82961888
0.019,0.000753805,25.20545764
0.018,0.001115475,16.13662341
0.021,0.000758253,27.69524156
0.02,0.000767391,26.06233328
0.042,0.000746722,56.24583178
0.078,0.000780846,99.89165597
0.056,0.000753895,74.28090119
0.044,0.000750349,58.63937981
0.063,0.00079362,79.38308006
0.048,0.000963829,49.80136518
0.02,0.000740029,27.0259679
0.045,0.000744407,60.45080178
0.033,0.000760437,43.39609987
0.032,0.000751,42.60985353
0.076,0.00074609,101.8643863
0.031,0.000776638,39.91563637
0.021,0.000619683,33.8882945
0.022,0.000824568,26.68063762
0.021,0.000760148,27.62619911
0.023,0.00081518,28.21462744
0.021,0.00074036,28.36457939
0.022,0.000731834,30.06146203
0.087,0.000733047,118.6827038
0.017,0.000721485,23.56251343
0.031,0.000757492,40.92452462
0.049,0.000787168,62.24846538
0.04,0.000769695,51.96863693
0.038,0.000763704,49.75749767
0.021,0.000765818,27.42165893
0.027,0.000901703,29.94334055
0.029,0.000744027,38.97708013
0.031,0.000743285,41.70674775
0.02,0.000727075,27.5074786
0.027,0.000753134,35.85019399
0.089,0.000748876,118.8447754
0.027,0.000746141,36.18619001
0.017,0.000828395,20.52161107
0.096,0.000770025,124.6712769
0.023,0.00072971,31.51937071
0.079,0.00077218,102.3077521
0.017,0.000759025,22.39715424
0.019,0.000762903,24.90486995
0.042,0.000726504,57.81110634
0.033,0.000734008,44.95863805
0.102,0.000844526,120.7778091
0.026,0.000842753,30.85126959
0.075,0.000768433,97.60122223
0.024,0.000741101,32.38424992
0.022,0.000719401,30.58099725
0.068,0.000741101,91.75537477
0.021,0.000795564,26.39636786
0.041,0.000734268,55.83792294
0.028,0.000771318,36.30149951
0.022,0.000763654,28.80885846
0.03,0.000734339,40.8530665
0.032,0.000777991,41.13158121
0.018,0.000724901,24.83097692
0.027,0.000761249,35.46802689
0.028,0.000723538,38.69872764
0.022,0.000746772,29.46012973
0.031,0.000734108,42.22811902
0.02,0.000741582,26.96937089
0.132,0.000816302,161.7048592
0.04,0.000751551,53.22326762
0.076,0.00077756,97.74165338
0.056,0.000970101,57.72594812
0.033,0.000760919,43.36861085
0.025,0.000738667,33.84475007
0.031,0.000730902,42.4133468
0.028,0.000732185,38.24170121
0.023,0.000849385,27.07841556
0.046,0.000745781,61.68030561
0.025,0.000744548,33.57741878
0.05,0.000759436,65.83833266
0.041,0.000775025,52.90151931
0.037,0.000749026,49.3974842
0.025,0.000751581,33.26321448
0.038,0.000743406,51.11607924
0.048,0.000771939,62.18107907
0.054,0.000773021,69.85579952
0.086,0.00074574,115.3216939
0.021,0.00072939,28.79118167
0.06,0.00078804,76.13826709
0.021,0.000736774,28.50263446
0.057,0.000746191,76.38794893
0.019,0.000728338,26.08678938
0.021,0.000764635,27.46408417
0.021,0.000774183,27.12536958
0.029,0.000853903,33.96170291
0.024,0.000826272,29.04612525
0.085,0.000773592,109.8770411
0.02,0.000727997,27.47264068
0.042,0.000754968,55.63149696
0.063,0.000767651,82.06854417
0.018,0.000750559,23.98212532
0.022,0.000701327,31.36910457
0.023,0.000749908,30.67042891
0.02,0.000754066,26.52287731
0.049,0.00078303,62.5774236
0.025,0.0007618,32.81701234
0.03,0.000765367,39.19688202
0.064,0.000747343,85.63671567
0.017,0.000738597,23.01661122
0.018,0.000730241,24.64939657
0.071,0.000747092,95.03514962
0.021,0.000739959,28.37995078
0.023,0.000731904,31.42488632
0.04,0.000749628,53.35979979
0.041,0.000822323,49.8587538
0.027,0.000728037,37.08602722
0.027,0.000633069,42.64937945
0.035,0.000746882,46.86148548
0.034,0.000727396,46.74207722
0.026,0.000746091,34.84829599
0.03,0.000711866,42.14276282
0.02,0.000834046,23.97949274
0.019,0.000739709,25.68577643
0.026,0.000783902,33.16741123
0.032,0.000725311,44.1190055
0.054,0.000780666,69.17170723
0.019,0.000739939,25.67779236
0.031,0.000774895,40.00542009
0.017,0.000762472,22.2959007
0.02,0.000768363,26.02936373
0.076,0.000750499,101.2659577
0.052,0.00075094,69.24654433
0.022,0.000751611,29.27046038
0.022,0.000766199,28.71316721
0.042,0.000762201,55.10357504
0.034,0.000731965,46.45030842
0.031,0.00074002,41.89075971
0.018,0.000746321,24.11830834
0.05,0.000741913,67.39334666
0.023,0.000795503,28.91252453
0.025,0.000828085,30.19013749
0.018,0.00075641,23.79661824
0.037,0.000733116,50.46950278
0.029,0.000747664,38.78747673
0.036,0.000785004,45.85963893
0.019,0.000755067,25.16332988
0.037,0.000726324,50.94145313
0.083,0.000737845,112.4897506
0.11,0.000730411,150.6001416
0.02,0.000746882,26.7779917
0.02,0.000805652,24.8246141
0.047,0.000865345,54.31359747
0.056,0.00078301,71.51888226
0.021,0.000865896,24.25233515
0.111,0.00077239,143.7097839
0.048,0.000775436,61.90065976
0.029,0.00074037,39.16960439
0.072,0.000741612,97.08580767
0.102,0.000737935,138.2235563
0.137,0.000749989,182.6693458
0.02,0.000721685,27.71292184
0.019,0.000768723,24.71631524
0.054,0.000776077,69.58072459
0.027,0.000836671,32.2707492
0.02,0.000762091,26.24358508
0.026,0.000758083,34.29703608
0.044,0.000758594,58.00204062
0.022,0.000760157,28.94138974
0.018,0.000771238,23.33909896
0.022,0.00072973,30.14813698
0.06,0.000748996,80.10723689
0.049,0.000765256,64.03086026
0.043,0.00074056,58.06416766
0.017,0.000736724,23.07512718
0.04,0.000753565,53.08102154
0.032,0.000752202,42.54176405
0.025,0.000758825,32.94567259
0.019,0.000758875,25.03706144
0.034,0.000739498,45.97713584
0.057,0.001093844,52.10980725
0.053,0.000748706,70.78880094
0.032,0.000742053,43.12360438
0.08,0.000718138,111.3992018
0.041,0.000752413,54.49134983
0.02,0.000751661,26.60773939
0.038,0.000781217,48.64205464
0.048,0.000823907,58.25900253
0.06,0.000764947,78.43680673
0.036,0.000746953,48.19580348
0.027,0.000751191,35.94292264
0.021,0.000743877,28.23047359
0.028,0.000731944,38.25429268
0.069,0.00075625,91.23966942
0.058,0.000757162,76.60183686
0.029,0.000756991,38.30957039
0.022,0.000734379,29.95728364
0.03,0.000767151,39.10573016
0.024,0.000741853,32.35142272
0.023,0.000742764,30.96542105
0.086,0.000774113,111.0948918
0.023,0.000771929,29.79548637
0.085,0.000765197,111.0825056
0.036,0.000771799,46.64426878
0.018,0.000818838,21.98237014
0.018,0.000762591,23.60374041
0.02,0.000752593,26.57478876
0.06,0.00076686,78.24113919
0.032,0.000826993,38.69440249
0.055,0.000909217,60.49160981
0.031,0.000799922,38.75377849
0.035,0.000885673,39.51797108
0.023,0.000800883,28.71830217
0.051,0.000769034,66.31696388
0.033,0.000748686,44.0772233
0.022,0.000739759,29.73941513
0.056,0.000743707,75.29847104
0.029,0.000742555,39.05434614
0.019,0.000745239,25.49517672
0.104,0.000683253,152.2130163
0.031,0.000750619,41.29924769
0.09,0.000764826,117.6738239
0.029,0.000742965,39.03279428
0.029,0.000711967,40.73222495
0.02,0.0007403,27.01607456
0.019,0.000764445,24.8546331
0.023,0.000742164,30.99045494
0.022,0.000747844,29.41789999
0.028,0.00083105,33.69231695
0.117,0.000757483,154.4589119
0.02,0.000730532,27.37730859
0.051,0.000796866,64.00072283
0.021,0.000754587,27.82979299
0.025,0.000729579,34.26633716
0.024,0.000753775,31.83973998
0.021,0.000759676,27.64336375
0.028,0.000782058,35.80297114
0.037,0.000818918,45.18156885
0.034,0.000714372,47.59425061
0.027,0.000745981,36.19395132
0.039,0.000765027,50.97859291
0.039,0.000749367,52.04392507
0.024,0.000747804,32.09397115
0.059,0.00076166,77.46238479
0.034,0.000735551,46.22385124
0.04,0.000770236,51.93213509
0.041,0.000775907,52.84138434
0.019,0.000748355,25.38901992
0.028,0.000752222,37.22305383
0.019,0.000767782,24.74660776
0.029,0.000748124,38.76362742
0.113,0.00077213,146.3484128
0.025,0.000736152,33.96037775
0.164,0.000750629,218.4834319
0.04,0.000731043,54.71634364
0.021,0.000741252,28.33044633
0.023,0.000722036,31.85436737
0.017,0.000773092,21.9896209
0.02,0.000768082,26.03888647
0.077,0.00076172,101.0870136
0.077,0.000764225,100.7556675
0.019,0.000742665,25.58354036
0.023,0.000714041,32.2110355
0.028,0.001054349,26.55667146
0.019,0.000762001,24.93435048
0.048,0.000887396,54.09084558
0.02,0.000765989,26.11003552
0.044,0.000752863,58.44356809
0.06,0.000794161,75.55143101
0.02,0.000824037,24.27075483
0.038,0.000751862,50.54118974
0.141,0.000790353,178.4012966
0.024,0.000767181,31.28336077
0.028,0.000749608,37.35285643
0.031,0.000748385,41.42252985
0.025,0.000801164,31.20459731
0.021,0.000839316,25.02037373
0.025,0.000758674,32.95222981
0.023,0.000833255,27.60259464
0.03,0.000755348,39.71679279
0.127,0.000733236,173.2048072
0.023,0.000887696,25.90977091
0.036,0.000742734,48.46957323
0.03,0.000776548,38.63251209
0.062,0.00085178,72.78874827
0.02,0.000777761,25.71484042
0.041,0.000734579,55.81428274
0.024,0.00075609,31.74225291
0.019,0.000776207,24.47800651
0.073,0.00077768,93.86894352
0.024,0.000848473,28.28610928
0.044,0.000818527,53.7550991
0.05,0.000758344,65.93313852
0.021,0.000730381,28.75211705
0.039,0.000767651,50.80433687
0.045,0.000751221,59.90247876
0.028,0.000834718,33.54426285
0.016,0.000842541,18.99017377
0.02,0.000775526,25.7889484
0.026,0.000762191,34.11218448
0.025,0.000735902,33.97191474
0.018,0.000759506,23.69961528
0.021,0.000770978,27.23813131
0.052,0.00073509,70.73963732
0.029,0.000757953,38.26094758
0.085,0.000730231,116.4015223
0.034,0.000720753,47.17288724
0.022,0.00073547,29.91284485
0.026,0.000748054,34.7568491
0.039,0.000813848,47.92049621
0.021,0.000764075,27.48421294
0.02,0.000735681,27.18569597
0.016,0.000751331,21.29554085
0.016,0.000711596,22.48466827
0.019,0.000745009,25.50304761
0.031,0.000741152,41.82677777
0.041,0.000807426,50.77864721
0.02,0.000710735,28.13988336
0.021,0.001020055,20.5871252
0.048,0.00076703,62.57903863
0.066,0.000766379,86.11926997
0.047,0.000753906,62.34198958
0.039,0.000747504,52.17363385
0.022,0.000746512,29.4703903
0.035,0.000842441,41.54593615
0.022,0.000733968,29.97405881
0.036,0.000758074,47.48876759
0.019,0.000833204,22.80353911
0.022,0.000785875,27.9942739
0.016,0.000852351,18.77160935
0.029,0.000781187,37.1229936
0.021,0.000739498,28.39764273
0.036,0.000833766,43.1775822
0.036,0.000737665,48.80264077
0.027,0.000735121,36.72864739
0.043,0.000751852,57.19210696
0.06,0.000844655,71.03491958
0.034,0.000710244,47.87087255
0.022,0.000765287,28.74738497
0.032,0.000762842,41.94839823
0.038,0.000728297,52.1765159
0.025,0.000777279,32.16348313
0.021,0.000760047,27.62987026
0.024,0.000748726,32.05444983
0.046,0.000751181,61.23690562
0.028,0.00076721,36.49587466
0.026,0.001012391,25.6817771
0.034,0.000770025,44.15441057
0.018,0.00074004,24.32300957
0.019,0.000736814,25.78669786
0.034,0.000757141,44.90577052
0.033,0.000737464,44.74794702
0.061,0.000748646,81.48043267
0.039,0.000771999,50.51820015
0.019,0.00076682,24.77765317
0.043,0.000737755,58.28493199
0.017,0.000709823,23.94963251
0.044,0.000743356,59.19102018
0.045,0.000737975,60.9776754
0.021,0.000759155,27.6623351
0.025,0.000772831,32.34859885
0.065,0.00075116,86.53282922
0.02,0.000747754,26.74676431
0.016,0.000784794,20.3875157
0.02,0.000767131,26.07116646
0.058,0.000807396,71.83587731
0.037,0.000742063,49.86099563
0.016,0.000748334,21.38082728
0.03,0.000753184,39.83090453
0.019,0.000745599,25.4828668
0.019,0.000748566,25.38186346
0.052,0.000761299,68.30430619
0.046,0.000850978,54.05545149
0.04,0.000725983,55.0977089
0.021,0.000743726,28.23620527
0.026,0.000734069,35.41901374
0.021,0.000790324,26.57138085
0.038,0.000763363,49.77972472
0.032,0.000757723,42.23179183
0.029,0.000754567,38.43263753
0.025,0.000770387,32.45122257
0.024,0.000803499,29.86935889
0.022,0.000739478,29.75071605
0.019,0.000802928,23.66339199
0.09,0.00077224,116.5440796
0.024,0.000774074,31.00478766
0.017,0.000769565,22.09040172
0.04,0.000794973,50.31617426
0.043,0.000768693,55.93910703
0.026,0.000776989,33.46250719
0.043,0.000785345,54.75300664
0.026,0.00075637,34.37471079
0.041,0.000790354,51.87548871
0.025,0.000746201,33.50303739
0.019,0.000771058,24.64146666
0.041,0.000759496,53.98316778
0.027,0.000752052,35.90177275
0.088,0.000685067,128.4545891
0.028,0.00075092,37.28759388
0.136,0.000817726,166.3148781
0.021,0.000759696,27.642636
0.039,0.000772881,50.46054955
0.041,0.000733968,55.86074597
0.019,0.000769976,24.6760938
0.024,0.00076175,31.50639974
0.028,0.000776117,36.07703478
0.019,0.000749607,25.34661496
0.019,0.000906632,20.95668364
0.052,0.000882928,58.89494953
0.02,0.000759786,26.32320153
0.027,0.000749327,36.03233301
0.032,0.000750529,42.63659366
0.025,0.000747113,33.46214027
0.022,0.00080964,27.17257053
0.044,0.000737695,59.64524634
0.027,0.00074047,36.46332735
0.04,0.000771178,51.86869957
0.042,0.000808258,51.96360568
0.034,0.000760789,44.69044637
0.034,0.000758554,44.82212209
0.027,0.000819278,32.95584649
0.034,0.000743806,45.71084396
0.041,0.000749126,54.73044588
0.018,0.00076694,23.46989334
0.047,0.000714362,65.79297331
0.018,0.000716966,25.10579302
0.021,0.00075108,27.95973798
0.019,0.000897044,21.18067787
0.018,0.000732345,24.57857977
0.019,0.000700746,27.11396141
0.143,0.000727887,196.4590658
0.07,0.000729289,95.98389664
0.023,0.000739107,31.1186337
0.016,0.001092832,14.64085971
0.019,0.000698933,27.18429377
0.023,0.000752473,30.56588077
0.064,0.000753074,84.98500811
0.086,0.000742604,115.8086948
0.019,0.0007349,25.85385767
0.027,0.00074022,36.47564238
0.03,0.000767531,39.08636915
0.026,0.000723238,35.9494385
0.019,0.00070304,27.0254893
0.042,0.000777139,54.04438588
0.021,0.000748776,28.0457707
0.021,0.000731975,28.68950442
0.093,0.000842141,110.4328135
0.068,0.000811293,83.8168208
0.046,0.000736944,62.41993964
0.022,0.000923754,23.8158644
0.052,0.000728437,71.38572038
0.019,0.000756521,25.11496707
0.02,0.000780856,25.61291711
0.032,0.000792238,40.39190243
0.02,0.000730792,27.36756834
0.033,0.000747453,44.14993317
0.062,0.000754015,82.22648091
0.031,0.000743657,41.68588476
0.094,0.000848593,110.7715949
0.036,0.000762612,47.20618086
0.136,0.000798459,170.3280945
0.051,0.000781106,65.29203463
0.037,0.000769063,48.1104929
0.023,0.000736102,31.24566976
0.064,0.000757803,84.45466698
0.053,0.000738827,71.73533182
0.018,0.000756871,23.78212403
0.024,0.000742143,32.33878107
0.022,0.000733287,30.00189557
0.019,0.000717727,26.47246098
0.027,0.000769464,35.08936091
0.02,0.000758434,26.37012581
0.02,0.000726915,27.51353322
0.038,0.000700876,54.2178645
0.023,0.000749687,30.67947023
0.022,0.000841389,26.14723986
0.024,0.000745901,32.17585176
0.02,0.000731093,27.35630077
0.023,0.000843824,27.25686873
0.043,0.000790444,54.39980568
0.022,0.000715243,30.75877709
0.022,0.000774143,28.41852216
0.021,0.000749998,28.00007467
0.019,0.000715453,26.5566012
0.025,0.000720873,34.68017251
0.018,0.000834908,21.55926162
0.055,0.000735481,74.78099366
0.071,0.000929526,76.38301672
0.06,0.000874712,68.5940058
0.025,0.000770687,32.4385905
0.16,0.000812816,196.8465188
0.039,0.000768583,50.74273045
0.029,0.000755779,38.37100528
0.1,0.000749567,133.4103556
0.035,0.000781076,44.80998008
0.027,0.000766108,35.24307278
0.019,0.000806134,23.56928253
0.046,0.00074532,61.7184565
0.156,0.000741913,210.2672416
0.019,0.000735611,25.82886879
0.023,0.000785916,29.26521409
0.027,0.000744287,36.27632889
0.021,0.000769254,27.29917556
0.082,0.00074004,110.8048214
0.018,0.000807867,22.28089525
0.018,0.000810843,22.19911869
0.072,0.000784803,91.74276857
0.059,0.000751261,78.53462379
0.022,0.000749387,29.35732806
0.058,0.000760518,76.26380967
0.021,0.000781307,26.87803898
0.026,0.000813046,31.97851044
0.026,0.000750569,34.64038616
0.03,0.000780936,38.41543993
0.04,0.000786347,50.86812819
0.028,0.000877328,31.91508763
0.023,0.000755869,30.4285531
0.045,0.000728137,61.80155658
0.025,0.000730171,34.23855508
0.044,0.000739829,59.47320259
0.099,0.000760999,130.0921552
0.045,0.001068686,42.1077847
0.02,0.000797317,25.08412589
0.02,0.000770687,25.9508724
0.029,0.000773944,37.4704113
0.036,0.000767732,46.89136313
0.078,0.000788421,98.93191582
0.025,0.000752723,33.21274891
0.061,0.000757793,80.4969167
0.041,0.000752001,54.52120409
0.017,0.000749487,22.68218128
0.017,0.000790955,21.49300529
0.016,0.000758333,21.09891037
0.089,0.000741652,120.0023731
0.021,0.000748064,28.07246439
0.021,0.000795343,26.40370255
0.038,0.000750549,50.6296058
0.115,0.000781518,147.1495218
0.021,0.000786827,26.68947558
0.016,0.000775005,20.6450281
0.089,0.000789953,112.6649307
0.032,0.000730552,43.80249455
0.042,0.000859324,48.87562782
0.091,0.000872488,104.2994288
0.09,0.000742094,121.2784364
0.073,0.000774925,94.20266477
0.04,0.000751391,53.23460089
0.019,0.000698712,27.19289206
0.022,0.000774855,28.3924089
0.023,0.000783551,29.35354559
0.031,0.000746983,41.50027511
0.028,0.00075658,37.00864416
0.021,0.000697891,30.09065886
0.025,0.00072972,34.25971606
0.019,0.000798178,23.8042141
0.06,0.000741031,80.96827258
0.017,0.000707659,24.02286977
0.049,0.00075598,64.81652954
0.059,0.000779744,75.66585956
0.022,0.000774204,28.41628305
0.022,0.000883879,24.89028476
0.021,0.00071906,29.20479515
0.068,0.000696147,97.68051863
0.07,0.000728147,96.13443439
0.032,0.000710735,45.02381338
0.018,0.000753144,23.89981199
0.041,0.000748065,54.80807149
0.034,0.000813969,41.77063254
0.035,0.000765597,45.71595761
0.017,0.000790444,21.50689992
0.035,0.000746842,46.86399533
0.018,0.000734689,24.50016265
0.037,0.000714552,51.78069616
0.082,0.000755979,108.4686215
0.034,0.000764846,44.45339323
0.031,0.000774714,40.01476674
0.018,0.000777379,23.1547289
0.02,0.000727065,27.50785693
0.03,0.000749948,40.00277353
0.026,0.000738186,35.22147535
0.021,0.00074549,28.16939194
0.027,0.000734279,36.77076425
0.066,0.000778241,84.80663445
0.02,0.000763423,26.19779598
0.073,0.000760448,95.99604444
0.045,0.000783491,57.43524814
0.059,0.000759156,77.71788671
0.016,0.000744197,21.49968355
0.02,0.000804791,24.85117254
0.017,0.000764465,22.23777413
0.156,0.000797417,195.6316457
0.022,0.00074563,29.50525059
0.03,0.000765547,39.18766581
0.036,0.000748696,48.08360135
0.038,0.000899118,42.26364059
0.118,0.000792929,148.8153416
0.142,0.000772009,183.9356795
0.018,0.00076203,23.62111728
0.023,0.000744278,30.90243162
0.025,0.000771809,32.39143363
0.022,0.000742394,29.63386019
0.017,0.00072986,23.29213822
0.045,0.000721074,62.40690969
0.044,0.000744437,59.10506866
0.021,0.000929205,22.59996449
0.03,0.000763063,39.31523347
0.031,0.000748315,41.42640466
0.078,0.000748605,104.1938005
0.019,0.00076696,24.77313028
0.021,0.000742283,28.29109652
0.038,0.000768092,49.47324018
0.037,0.000753635,49.09538437
0.016,0.000780996,20.48666062
0.021,0.000786116,26.71361478
0.02,0.000786357,25.43374065
0.017,0.000823797,20.63615187
0.038,0.000785455,48.37960163
0.073,0.000744618,98.03684574
0.062,0.000755478,82.06724749
0.032,0.000741252,43.17020393
0.034,0.000756441,44.9473257
0.04,0.000781718,51.16934751
0.029,0.000779013,37.22659314
0.046,0.000730462,62.97384395
0.022,0.000739258,29.75956973
0.026,0.000747814,34.76800381
0.024,0.00073496,32.65483836
0.018,0.000901343,19.97020002
0.031,0.000760748,40.74936773
0.025,0.00072443,34.50989053
0.025,0.000702178,35.60350794
0.038,0.000815491,46.5976939
0.064,0.000751812,85.12766489
0.019,0.000732225,25.94830824
0.017,0.000779714,21.80286618
0.024,0.000764575,31.3899879
